app_ref,reg_date,app_type,location,planning_notes,residential_units,desc,decision,decision_date,extension_to_date,indicative_date_valid_until,info_url,full_desc,app_date,app_status,app_status_desc,comment,app_agent,app_company
D07A/1175,08/04/2008,Permission,"Ashwood Farm, Glenamuck Road, Carrickmines, Dublin 18",,201,demolition of habitable dwelling and construct a residential scheme of 201units,REFUSE PERMISSION,02/05/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1175,"Permission is sought for development on a site of c. 3.36 hectares known as Ashwood Farm, at Glenamuck, Dublin 18. The site is bounded by the laneway associated with Bective Rugby Club to the southwest; the grounds of Bective Rugby Club to the northwest; greenfield lands to the northeast and boundaries with existing residential properties and Glenamuck Road to the southeast. The development will consist of the demolition of 1 no. habitable dwelling (c. 141sqm Gross Floor Area (GFA)). and associated outbuildings and the construction of a residential scheme comprising 201 no. units as follows; 147 no. apartment units in 3 no. 6 storey (over single storey basement) blocks comprising: 43 no. 1 bed apartment units (ranging in size from c. 51sqm GFA to c. 83.5sqm GFA.; 97 no. 2 bed apartment units (ranging in size from c. 70.8sqm GFA to c. 100sqm GFA); and 7 no. 3 bed apartment units (ranging in size from c. 100.5sqm GFA to c. 134.6sqm GFA). All apartments provided with balconies and/ or terraces. 54 no. 3 storey houses comprising: 12 no. 3 bed terraced units (each at 161.6sqm GFA); 34 no. 4 bed semi-detached units (c. 178sqm GFA); 1 no. 4 bed detached unit (c. 178sqm GFA), and 7 no. 5 bed detached units (each at c. 300sqm GFA). The total residential floorspace is c. 22,305.2sqm GFA. Provision of 1 no. crÃ©che unit at ground floor of Block C (c. 226sqm GFA). Provision of 3 no. ESB substations at grade level. Provision of a total of 294 no. car parking spaces (185 no. at basement level and 109 no. at surface level); provision of 200 no. bicycle parking spaces and refuse storage at basement levels; and all ancillary site development, landscaping and boundary treatment works. The scheme will be accessed via 1 no. vehicular access off Glenamuck Road and 1 no. future access off proposed Glenamuck District Distributor Road (GDDR), via a laneway the southwest of the site. A temporary vehicular access will be provided to the north of the site prior to the completion of the GDDR. The Total Gross Floor Area of the proposed development is c, 22,531.2sqm plus c. 5,436sqm GFA at basement level.",16/08/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,McGill Planning Ltd,Glenamuck Developments Ltd
D05A/1390/C4,27/03/2008,Compliance with Conditions,"COMPLIANCE WITH CONDITION NO. 11 - Lands off, Auburn Road, Cabinteely, Co. Dublin.","Parent: D05A/1390
Modify vechicular access to building",31,For development of 1 no. wholly residential apartment block,APPROVE COMPLIANCE SUBMITTED,27/03/2008,NA,NA,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D05A/1390/C4,"COMPLIANCE WITH CONDITION NO. 11 - For development of 1 no. wholly residential apartment block of 3 typical floors plus penthouse level (4 storeys), consisting of 31 no. units (6 no. 1 beds, 21 no. 2 beds and 4 no. 3 beds) with balconies or terraces.  A new vehicular entrance is proposed from Auburn Road with 48 no. car spaces provided between surface and basement parking.  Bicycle and refuse storage is also provided in the basement.  New landscaping will include retention of and modification to the existing pedestrian access route, a new boundary treatment and associated landscape works at lands off Auburn Road.",27/03/2008,Decision made,Decision made,01/01/1975,O'Mahony Pike Architects,Kevin O'Sullivan
D06A/1943,29/02/2008,Permission,"Lands at Rocklands, Central Park,Leopardstown Road, Dublin 18",,273,"mixed use development consisting of 6no. blocks totalling 27,373sqm and ranging",REFUSE PERMISSION,23/04/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D06A/1943,"Permission sought for the construction of a mixed use development consisting of 6no. blocks totalling 27,373sqm and ranging in height from 8 to 22 storeys plus two podium levels incorporating 3no. retail units of 260sqm , 305sqm and 426sqm at ground floor; creche of 825sqm at ground floor; leisure centre of 2,219sqm at ground floor; and 273no. apartments (52no. 1 bed, 146no. 2 bed, 19no. 2 bed duplex, 56no. 3 bed); the provision of 343no. car parking spaces in 2no. basement levels below; and all other site development works above and below ground including 1no. ESB sub-stations to facilitate the development. An Environmental Impact Statement will be available for purchase or inspection at the offices of the planning authority.",22/12/2006,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Tiros Resources Ltd,Clyde Road Partnership
D07A/0936,29/02/2008,Permission,"The Park, Brookfield, Glenamuck Road, Carrickmines Great & Jamestown, Dublin 18",Modicifactions to D03A/1239 -> remove hotel,369,mixed use development on a 6.9 hectares (17 acre) site incorporating amendments,GRANT PERMISSION,24/04/2008,NA,24/04/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/0936,"Permission is sought for a mixed use development on a 6.9 hectares (17 acre) site incorporating amendments to previously permitted development Reg Ref D03A/1239 comprising of the omission of block 100 - 16 storey over basement block containing a 198 no. room aparthotel, ancillary function rooms, office based industry and motor showrooms (19,908sqm), Block 130 - 4 storey non-public offices with ground floor creche (2,768sqm), Block 135 - one and a half storey over semi-basement showrooms motor sales (1,330sqm), Block 140 - 4 storey over basement cultural building (4,879sqm), Blocks 145-148, 165-169 & 175-179 - 3 to 4 storey enterprise centres (4,787sqm), Blocks 160, 170, 180, 190 - 4 no. blocks of 4 storey office based industry (21,339sqm) and Block 150 underground car park containing 884 no. car spaces. These omitted structures will be replaced by a new mixed use development with a gross floor area of 88,719sqm comprising: A total of 369 residential apartments with a gross floor area of 38,772sqm (47 no. 1 bed apartments, 249 no. 2 bed apartments, 73 no. 3 bed apartments), 26 2 bed live/ work units, office accommodation with a gross floor area of 20,783sqm inclusive of 2 no. restaurants with a gross floor area of 474sqm, a neighbourhood retail centre consisting of a convenience unit to include off licence use (gross floor area 4,009sqm, net retail area 2,484sqm), a comparison unit (gross floor area 4,172sqm, net retail area 2,469sqm), 4 no.. retail units (gross floor area 859sqm) appropriate for Class 1 use, 5 no. retail service units (gross floor area 992sqm), 5 no. restaurants and a food court (gross floor area 3,558sqm), financial services facility (gross floor area 647sqm), 2 no. creches (gross floor area 1,502sqm), gymnasium (gross floor area 1,710), concierge area (gross floor area 556sqm), primary health care facility (gross floor area 1,548sqm). The scheme also incorporates 5 no. kiosks with a gross floor area of 482sqm, surface parking (31 no. car parking spaces) and a double basement car park comprising 1,793 no. spaces with a gross floor area of 64,626sqm (gross internal floor area including plant) in 8 no. linked structures of varying heights ranging from two storeys to ten storeys over a double basement. These structures comprise the following elements: 1.) A Double height single storey structure including mezzanine floor to accommodate a convenience retail unit with off licence use, a comparison unit, 4 no. retail units, 5 no. retail services, financial services facility, restaurant and food court with associated storage and staff facilities at ground floor level, and 4 no. restaurants at mezzanine level all accessed via the atrium off the landscaped square on Park Avenue. 2 no. creche (residential creche, gross floor area 1,038sqm and drop-in facility, gross floor area 464sqm), a primary health care facility, a concierge area, a gymnasium, own door office unit (gross floor area 108sqm), own door office blocks B4 (gross floor area 723sqm) and office block B5 (gross floor area 1,152sqm) are also located within this block with access from Brookfield Lane. There are 8 no. blocks at podium level above the double height block comprising: 2) Offices block B1 and B2 with an overall gross floor area of 13,793sqm. Office Block B1 is a 6 storey structure and accomodates 6,527sqm (gross floor area) of office accommodation and 240sqm (gross floor area) restaurant use. Office Block B2 is a 7 storey structure and accommodates 7,266sqm (gross floor area) of office accommodation and 234sqm (gross floor area) of restaurant use. Office Blocks B1 and B2 are interlinked by a vertical circulation core and are accessed from Park Avenue. 3) Office Block B3, with a gross floor area of 5,006sqm comprises 6 floors of office accommodation access from Brookfield Lane. 4) Residential Block A1, with a gross floor area of 6,802sqm, comprises 6 floors of residential accommodation. The block accommodates 64 no. residential units (5 no. 1 bed, 48 no. 2 bed & 11 no. 3 bed) and is accessed from Brookfield Lane. 5) Residential Block A2, gross floor area of 8,155sqm, comprises 8 floors of residential accommodation. The Block accommodates 77 residential units (10 no. 1 bed units, 50 no. 2 bed units & 17 no. 3 bed units) and 10 no. 1 bed live/ work units and is accessed from Brookfield Lane. 6) Residential Block A3, gross floor area of 9,063sqm, comprises 8 floors of residential accommodation. The Block accommodates 89 residential units (11 no. 1 bed units, 63 no. 2 bed units & 15 no. 3 bed units) and 10 no. 1 bed live/ work units and is accessed from Brookfield Lane. 7) Residential Block A4, gross floor area of 8,764sqm, comprises 8 floors of residential accommodation. The Block accommodates 78 residential units (7 no. 1 bed units, 46 no. 2 bed units & 25 no. 3 bed units) and 3 no. 1 bed live/ work units and is accessed from Brookfield Lane. 8) Residential Block A5, gross floor area of 5,988sqm, comprises 6 floors of residential accommodation. The Block accommodates 61 residential units (14 no. 1 bed units, 42 no. 2 bed units & 17 no. 5 bed units) and 3 no. 1 bed live/ work units and is accessed from Brookfield Lane. The development also incorporates: 9) Basement level -1 (gross floor area 31,942sqm) which accommodates 951 no. car spaces and 226 bicycle spaces. 10) Basement Level -2 (gross floor area 32,684sqm) which accommodates 1,022 no. car parking sp[aces, a car valeting area and 807 bicycle spaces. 11) Surface car parking located to the south of Office Block B3 to accomodate 31 no. car parking spaces. 12) 5 no. kiosks with a gross floor area of 482sqm. 13) The development also includes for the demolition of 3 no. existing agricultural structures situated on the northeastern boundary of the site, all ancillary site works, landscaping, boundary treatments and all other ancillary works. The development includes the culvert and realignment of 51m of the Ballyogan Stream on the northwestern boundary of the site. The development will be served by two vehicular entrances. The first vehicular access to the proposed development will be from the existing left-in, left out junction on the Glenamuck Link Road, located between the Ballyogan Road and Glenamuck Road to the east of the site. It is proposed to upgrade this existing access onto the Glenamuck Road. The second vehicular entrance is from the Ballyogan Road junction to the north of the site (as previously permitted under Reg Ref D02A/0558). This previously permitted junction is to be upgraded with signal controls. The Ballyogan Road is to be upgraded to a dual carriageway between the new signal controlled access and the southern roundabout on the M50. The previously permitted access road from the Ballyogan road is to be upgraded to a 9m two way road. An Environmental Impact statement will be submitted with this application.",06/07/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,John Spain Associates,Tristor Ltd
D08A/0229,27/02/2008,Permission,"Former Shell Garage, Roebuck Road,Clonskeagh, Dublin 14",Modicifactions to  D06A/1679 -> 2 extra floors,28,Alterations to a previously permitted four storey over basement residential deve,REFUSE PERMISSION,22/04/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D08A/0229,"Alterations to a permitted four storey over basement residential development (Planning Reg. Ref. D06A/1679) comprising the provision of an additional fourth floor level and part fifth floor level; reconfiguration of 5 no. permitted units and provision of 2 no. additional residential units; provision of retail unit at ground floor level; reconfiguration of basement layout to now provide 1 additional car parking space and 4 no. additional cycle spaces all within a part five/part six storey over basement building.  The revisions comprise:  Reconfigured ground floor level comprising replacement of 2 no. permitted 2-bedroom apartments now to provide a retail unit of approx. 181.4sq.m at this level; Reconfigured third floor level comprising replacement of 1 no. permitted 2-bedroom apartment and 2 no. permitted 3-bedroom apartments now to provide 3 no. 2-bedroom apartments at this level and 2 no. 2-bedroom duplex apartments (with study), and 1 no. 3-bedroom duplex apartment (with study) at third and fourth floor levels.  Additional fourth floor level comprising the provision  of 1 no. 3-bedroom duplex apartment (with study) at fourth and fifth floor levels; Provision of an additional pedestrian entrance to the proposed retail unit from existing footpath on Roebuck Road, alterations to storage at basement level and ancillary alterations to landscaping.  The overall development of 3,523 sq.m GFA would now comprise the demolition of existing single storey petrol station and all associated buildings and structures; construction of 28 no. residential units with 2 no. 1-bedroom apartments, 22 no. 2-bedroom apartments, 2 no. 2-bedroom duplex apartments (with study) and 2 no. 3-bedroom duplex apartments (with study) and retail floorspace of approx. 181.4sq.m in a predominantly 5 storey building over basement with a 6 storey corner element, (overall height of building 50.625m OD) at the junction of Roebuck Road and the entrance to White Oaks; all  apartments/duplexes incorporating balconies/terraces; individual storage units for each apartment and bin storage all at basement level; provision of 4 No. pedestrian entrances to the building from existing footpath on Roebuck Road; closure of 1 No. existing vehicular entrance/exit off Roebuck Road; provision of vehicular entrance/exit via existing entrance/exit (which is to be relocated approx. 8m to the south-east) off Roebuck Road; provision of 40 no. car parking spaces, 35 no. bicycle parking spaces; ancillary site development, boundary treatment and landscape works; the proposed development also involves minor internal changes all on an overall site of 0.18 hectares.",27/02/2008,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Rory Kunz - RPS Planning & Environment,O'Malley Homes and Developments Limited
D06A/1628,29/01/2008,Permission,"Powercity, Sallynoggin Road, Sallynoggin, Co. Dublin.",,51,Permission sought for a phased retail / residential development,GRANT PERMISSION,25/02/2008,NA,25/02/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D06A/1628,"Permission sought for a phased retail / residential development on site at Sallynoggin Road (site bounded by Sallynoggin Road, O'Rourke Park and Rollins Villas).  The first phase of the development shall include the partial demolition of the existing retail warehouse, construction of a two-storey over basement retail / storage building (with a total floor area of 4.577 sq.m including basement), containing 1 no. main retail/warehouse unit with loading bay to the rear, 2 no. separate and self-contained retail units, complete with ancillary office and toilet accommodation, ESB sub-station at ground level, plant room at roof level,42,carparking spaces at basement level and with new vehicular entrance onto O'Roukre Park.  The second phase shall include for completion of demolition to existing building, construction of a total of 51 apartment units, contained within (a) a three/four storey over basement residential block facing onto O'Rourke Park and Rollins Villas and (b) a four-storey over basement residential block to the east, arranged around an elevated courtyard, all with a total gross floor area of 7.881 sq.m (including basement) and with 53 car parking spaces at basement level.  The total development shall be complete with all associated site works, boundary treatments, services and relocation of overhead cables.",13/11/2006,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,EMD Architects,Powercity Ltd.
D06A/1367,11/01/2008,Permission,"Navarone & Tablick, Brennanstown Road / Lehaunstown Lane, Cabinteely, Dublin 18.",,76,Demolition of dwelling house and the construction of 76 no. residential units,GRANT PERMISSION,07/02/2008,NA,07/02/2013,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D06A/1367,"Demolition of 2 no. dwelling house and the construction of 76 no. residential units with a gross floor area of 8801.13 sq.m (excluding basements which have a gross floor area of 4365.00 sq.m) as follows: 1 no. 1 bed apartment:  55 no. 2 bed apartments; 16 no. 3 bed apartments; and 4 no. 3 bed townhouses all in 2 no. blocks over basement car park on a site measuring 0.9208 ha (2.27 acres); Block A includes 38 no. 2 bed apartments, 9 no. 3 bed apartments in a part 4 / part 5 storey building with balconies / wintergardens and gardens; Block B includes 1 no. 1 bed apartment; 17 no. 2 bed apartments; 7 no. 3 bed apartments; 4 no. 3 bed townhouses with roof terrace in a part 2 / part 4/ part 5 storey building with balconies / winter gardens / roof terraces and gardens:  Basement car park including 111 no. car parking spaces; 150 no. bicycle spaces with access and egress ramps attenuation area, refuse storage areas, plant rooms, lift and stair cores; vehicular and pedestrian access from Lehaunstown Lane; pedestrian access from Brennanstown Road; landscaping, boundary treatments and all associated site development works.  The following works to the adjoining public roads are proposed, mini roundabout on Brennanstown Road/ Lehaunstown Lane junction; widening and resurfacing of Lehaunstown Lane; footpath and cycle lanes; pedestrian crossing on Brennanstown Road.",22/09/2006,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Smith & Kennedy Architects,Alan and Lynda McFarlane
D07A/1775,21/12/2007,Permission,"Bird Avenue, Clonskeagh, Dublin 14",,150,residential development for 150 no. units in two/ six storey on site circa 1.34,REFUSE PERMISSION,25/02/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1775,"Permission is sought for a residential development for 150 no. units in two/ six storey on site circa 1.34 hectares. The development is to comprise of: Block A to contain 74 no. units in a six storey with penthouse building to contain 3 no. one bedroom apartments, 64 no. two bedroom apartments, 7 no. three bedroom apartments with balconies and terraces, roof gardens. Block B to contain 60 no. units in a six storey building to contain 4 no. one bedroom apartments, 44 no. two bedroom apartments, 12 no. three bedroom apartments with balconies and terraces. Block C to contain 13 no. 3/ 4 bedroom three storey terraced units, 3 no. two bedroom two storey detached units, to include proposed new access off Churchfields Estate for Blocks A, B, C existing access off Bird Avenue for the 3 no. detached houses, basement car parking, creche 368sqm located in Block B, provision of ESB substation, landscaping, boundary treatments,  and ancillary works all on a site of 1.34 hectares.",21/12/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Project Architects,Devondale Ltd
D07A/1598,19/11/2007,Permission,"Blackglen Road & Woodside Road, Sandyford, Dublin 18",,180,For a residential development comprising 36 no. three bedroom plus study,REFUSE PERMISSION,22/01/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1598,"For a residential development comprising 36 no. three bedroom plus study two storey dormer semi detached terraced houses.2 no two storey,dormer terraced houses,and 142 no apartments arranged in 11 no. 3 storey and 3 storey plus dormer blocks, consisting of 50 no. three bedroom duplex apartments, 70 no. two bedroom apartments,and 22 no one bed apartments, (total 180 no. residences) with surface car aprking for 282 cars, a single storey crÃ©che (floor area 262sq.m.) and for a new vehicular entrance onto Blackglen Road ESB substation and switch room (22 sq.m.) and for all new walls and boundaries, landscaping refuse stores, recycling centre roads, footpaths, services on and under ground, and for all other development on a site of area 3.693 hectares (9.125 acres) at Blackglen Road and Woodside Road.",19/11/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,John Fleming Architect,Tudor Homes Limited
D07A/0984,15/11/2007,Permission,"Murphy & Gunne, Formerly, Victor Motors, Goatstown Road, Goatstown, Dublin 14",,49,For a residential development on a site of approximately 0.3475 hectares,REFUSE PERMISSION,11/12/2007,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/0984,"For a residential development on a site of approximately 0.3475 hectares comprising the showroom site of Murphy & Gunne.  The proposed development will consist of the demolition of the existing single storey with partial mezzanine car showrooms and workshop (circa 770 sq.m. gross floor area) the construction of a single block ranging in height from three to six storeys over part single and part two levels of basement comprising 49 no. apartments (7 no. one bedroom units, 30 no. two bedroom units and 12 no. three bedroom units.  each aprtment having balconies or terraces; 75 no. bicycle spaces, 49 no. residential storage units at basement level with vehicular access via ramp from the Goatstown Road and all ancilllary site development works services plant waste and refuse storage boundary treatment and associated landscaping works to facilitate the development.  The gross residential floor area of the development is 5,460 sq.m.",16/07/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Tiros Resources Limited,Jorcon Limited
D07A/1117,13/11/2007,Permission,"Castle Park School (A Protected Structure), Castlepark Road, Dalkey",,47,"47 no. residential units on lands, measuring 1.5385 hectares. The development wi",GRANT PERMISSION,10/12/2007,NA,10/12/2012,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1117,"Permission is sought for 47 no. residential units on lands, measuring 1.5385 hectares. The development will comprise 10 no. 5 bedroom semi-detached houses in three storeys; 4 no. 4 bedroom semi-detached houses with garages in three storeys; 1 no. 4 bedroom detached house with garage in three storeys; 2 no. 1 bedroom; 2 no. 2 bedroom and 4 no. 2 bedroom apartments in a three storey over podium block; and 12 no. 2 bedroom and 12 no. 3 bedroom apartments in a four and five storey over podium block. The development will also provide for widening the existing school avenue from Castlepark Road to provide access to the proposed development and the school; the provision of new gates and railings along the existing avenue; and the use of the existing school entrance from Castlelands as an access for emergency vehicles only; the use of the existing gate to the school from Castlelands for temporary construction access; the provision of 41 no. basement car parking spaces and 34 no. surface car parking spaces and all associated infrastructure and site development works including internal roads, bin storage and bicycle parking areas, landscaping including the provision of open space and boundary treatments.A protected structure.",03/08/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Tiros Resources Ltd,Castlepark School Ltd
D07A/1545,08/11/2007,Permission,"Glenamuck, Dublin 18 Including Residential Properties Greenmount, And Dun Ãir.",,250,"c.4.46 hectares at Glenamuck, Dublin 18.  The site includes the residential",REFUSE PERMISSION,11/01/2008,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1545,"c.4.46 hectares at Glenamuck, Dublin 18.  The site includes the residential properties, Greenmount and Dun Ãir.  The site is bounded to the north by 2 no. detached houses with their own grounds to the north east by agricultural lands to the south-east by Glenamuck Road and grounds of residential properties ""Glencarrick"" and ""Rocklands"", to the west by the Enniskerry Road and the rear boundaries of residential premises accessed off Enniskerry Road,and Cromlech Close and associated grounds.  The development will consist of the demolition of 2 no. habitable dwellings ""Greenmount"" (195 sq.m. GFA) and Dun Ãir (345 sq.m. GFA inclusive of ancillary buildings) and the construction of a residential scheme comprising 250 no. units as follows: 150 no. apartment units in a total of 5 no. blocks ranging in height from 4 to 5 storeys comprising 45 no. 1 bedrom apartment units (ranging in size from c.51 sq.m. GFA to c.69 sq.m. GFA); 81 no. 2 bed apartment units (ranging in size from c.66 sq.m. GFA to c.108 sq.m. GFA).24 no 3 bed apartment units (ranging in size from c. 93 sq m to c. 135 sq m GFA).  Blocks D, I and L each comprise a single storey basement/lower ground floor level (providing car and/or bike parking, storage etc.) and Blocks E and H each comprise a single storey part basement/part lower ground level (providing car parking and residential accommodation).  All apartments are provided with balconies/terraces.  100 no. houses in 7 no. blocks (all 3 storey plus dormer level) comprising 16 no. 3 bed houses (c.154 sq.m. GFA); 46 no. 4 bed houses (ranging in size from c.171 sq.m. GFA to c.202 sq.m. GFA) and 38 no. 5 bed houses (ranging in size from c.208 sq.m. GFA to c.228 sq.m. GFA).  The total gross residential floorspace is c.33,403 sq.m.  Permission is also sought for the provision of 1 no. crÃ©che unit at ground floor level blockI (c.86 sq.m. GFA); provision of 2 no. vehicular entrances, 1 no. entrance off Glenamuck Road and 1 no. entrance off Enniskerry Road; provision of a total of 413 no. car parking spaces and at basement/lower ground floor level and grade level, provision of bicycle parking spaces and refuse storage at basement lower ground floor level and all ancillary site development landscaping boundary treatment works.  The total Gross Floor Area of the proposed development is c.33,489 sqm plus c.5049 sq.m. GFA at basement/lower ground floor level car park areas.",08/11/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,"               McGill Planning Limited,                ",MCM Partnership
D07A/1496,26/10/2007,Permission,"Villa Nova and Arda Lodge, Glenamuck Road, Carrickmines, Co. Dublin.",,109,Mixed use development,REFUSE PERMISSION,20/12/2007,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1496,"Mixed use development at this 8,591 sq.m site at Villa Nova and Arda Lodge.  The development will consist of the demolition of existing habitable dwellings (Villa Nova - 343 sq.m and Arda Lodge, 173 sq.m) and the construction of three blocks as follows: Block D - split level six storey part seven storey over double basement mixed use block, containing 49 no. apartments (8 no. 1 bed, 33 no. 2 bed and 8 no. 3 bed units); community centre (158 sq.m), janitors room, (23 sq.m); creche (322 sq.m); beautician (225 sq.m), medical centre (420 sq.m), 2 no. retail units (146 and 135 sq.m); 2 no. office units (124 & 155) sq.m); Block E - Six to eight storey over basement residential block containing 60 no. dwellings (1 no. 1 bed, 40 no. 2 bed and 10 no. 3 bed apartments and 5 no. 2 bed and 4 no. 3 bed duplex units), Block F.  two and three storey split level over basement commercial block, containing a gym at basement and first floor levels (totalling 533 sq.m) and a retail unit (322 sq.m) at ground floor level; a basement car park with 181 no. car parking spaces and 200 no. bicycle parking spaces accessed via previously approved basement of Register Reference D06A/1157; 33 no. surface car parking spaces and 56 no. surface bicycle parking spaces, a single storey bin store (43 sq.); a single storey ESB substation and adjoining switch room (25 sq.m); and all associated infrastructure and site development works required to facilitate the development, including and landscaping.  The proposed development represents Phase 2 of the previously approved Phase 1 (Register Reference D06A/1157).  Vehicular access will be provided  via the entrance from Glenamuck Road approved under Register Reference D06A/1157.  Two new pedestrian acesses, one of which doubles as an emergency vehicle access are proposed from the Glenamuck Road.",26/10/2007,Decision made,Decision made,The Observation period for this application expired on01-Jan-1975,Ferreira Architecture,Mr. James Rossiter
D07A/0759,25/10/2007,Permission,"Units 4-6, (fronting onto Blackthorn Drive), Stillorgan Industrial Park, Birch Avenue, Sandyford, Dublin 18(Atlantic Homecare site)",,178,mixed use development on a 0.88Ha siteconsisting of the redevelopment of the sit,REFUSE PERMISSION,21/11/2007,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/0759,"Permission is sought for a mixed use development consisting of the redevelopment of this 0.88 hectare site to provide 16,045sqm of commercial office space; 178 no. residential units (27 no. 1 bed, 144 no. 2 bed and 7 no. 3 bed); a 586sqm crÃ©che; a 531sqm cafÃ©; plant areas; 453 no. car parking spaces, 298 no. bicycle parking spaces and 300sqm of storage for residential units in 2 no. basement levels; 1 no. ESB sub-station and refuse storage building at ground floor level; the formation of a new vehicular access point from the basement car park (exit only) onto Blackthorn Drive; and alterations to existing site access from Holly Avenue to access the car park and service areas of the development (entrance only); the main resident site entrance shall be from the northeast corner of the site off Blackthorn Drive with seperate pedestrian access along the south and west site boundaries; and all infrastructure and associated site development works above and below ground required to facilitate the development, including landscaping and boundary treatments. The total gross floor area of the development will be 34,486sqm. The development will comprise the following:- 1) Block A (along the northern site boundary), a 7 to 10 storey building comprising 14,616sqm of offices; 2) Block B (along the western site boundary), a 12 to 14 storey building comprising 85 no. residential units (13 no. 1 bed, 70 no. 2 bed and 2 no. 3 bed) with crÃ©che of 586sqm at ground floor level and a total gross floor area of 8,984sqm; and 3) Block C (along the eastern site boundary), a 10,886sqm 10 storey building comprising 1,429sqm own door office units over two levels (facing Blackthorn Drive); a 531sqm cafÃ© on two levels and 93 no. residential units (14 no. 1 bed, 74 no. 2 bed and 5 no. 3 bed).",06/06/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Tiros Resources Ltd,Oceanscape Ltd
D07A/1449,16/10/2007,Permission,"Royal Marine Hotel, Marine Road, Queens Road, Georges Street Upr & Haigh Terrace, Dun Laoghaire, Co. Dublin",,60,A mixed commercial and residential development consisting of two blocks of,REFUSE PERMISSION,10/12/2007,NA,,http://planning.dlrcoco.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=D07A/1449,"A mixed commercial and residential development consisting of two blocks of development comprising the following; Block 'A' Four storeys and penthouse level of residential accommodation over ground floor retail with mezzanine floor over two levels of basement; 2 no. basement levels with combined floor area of c. 4180 sqm incorporating 131 no. parking spaces, communal bin store, bicycle parking, 26 no. stores to serve apartments of Block 'A', plant rooms and associated circulation areas.  4 no. retail units and associated stores and circulation areas measuring c. 2026 sqm at ground, mezzanine and first floor levels.  35 no. apartments over 4 floors and penthouse level consisting of 3 no. one bedroom apartments, 24 no. 2 bedroom apartments and 8 no. three bedroom apartments.  Block 'B'; Five storeys of residential accommodation over ground floor retail; 4 no. retail units at ground floor level measuring c. 460 sqm.  25 no. apartments over five floors consisting of 25 no. two bedroom apartments.  Also for connection to public services, all associated site works including hard and soft landscaping and the further relocation of existing railings (permission for relocation previously granted under planning reg. no. D03A/0140) to facilitate proposed development.A protected structure.",16/10/2007,Appeal decided - SEE APPEAL DETAILS,Appeal decided,The Observation period for this application expired on01-Jan-1975,Stephen Carr Architects,William Neville and Sons Ltd
